Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100
2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022
2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,2320.0486687022,994.700927658007,996.577103991024,1001.25753390368,2320.0486687022,1000.83041626036,1588.78981928265,2528.64019238141,1450.51629467989,999.43270238965,2526.24950790725,2320.0486687022,2483.84252576145,1174.62745513879,2320.07576638697,994.652946821282,2319.86050682472,2320.0486687022,2319.97146999254,2320.0486687022,2321.8407726478,2320.0486687022,991.148440640935,1741.41632213222,1192.91905199491,1604.04453654739,2322.26061686148,2320.0486687022,2320.0486687022,814.25017167214,1563.16075564633,2267.14686642933,1618.29642459085,2306.10214154227,977.906292411724,2485.20630608447,963.014331989571,2320.0486687022,2320.0486687022,2319.36483147787,983.068443413385,2320.0486687022,2319.27269950943,997.562968366034,1251.32001195345,642.756445054746,2320.0486687022,2255.43823391626,2298.53815411421,2310.32814623322,2194.89571611245
642.756445054746,1001.25753390368,991.148440640935,983.068443413385,994.652946821282,2320.0486687022,1192.91905199491,2320.0486687022,1741.41632213222,1563.16075564633,999.43270238965,977.906292411724,642.756445054746,2320.0486687022,2319.36483147787,2255.43823391626,2320.0486687022,1741.41632213222,814.25017167214,991.148440640935,2320.0486687022,642.756445054746,1104.90260220816,642.756445054746,642.756445054746,642.756445054746,642.692444364806,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,814.744199330665,642.756445054746,642.756445054746,997.005896526255,642.756445054746,995.458919904143,642.756445054746,642.756445054746,642.756445054746,997.41156822542,2316.70893517419,2319.93444336749,2318.70562241666,2502.34613848371,2320.0486687022,1036.50025530196,2320.0486687022,814.328313432339,1174.26372264043,2191.988647986,977.906292411724,827.846249638017,962.996330430556,2323.74566153529,2320.03744051301,2320.0486687022,991.874208592404,977.906292411724,837.403402708197,2319.99957814896,2319.80361452849,2320.0486687022,1543.14373289588,1604.04453654739,2320.01628259703,2320.0486687022,974.001240892484,1246.35786295651,2320.04862705012,2322.23789627774,1174.78438717226,2320.0486687022,1001.25753390368,2320.0486687022,999.788957473048,2320.06532187082,666.551893377251,2320.0486687022,1104.62916678783,2320.0486687022,2320.0486687022,2320.0486687022,2321.35194941886,2320.07520548245,1745.62888184017,1006.45506971246,994.740501181421,2319.58395931471,997.783159295084,2320.0486687022,959.225453338672,2424.70086002078,2319.96152913043,998.615062575453,994.919744293974
642.692444364806,642.756445054746,642.756445054746,642.756445054746,642.756445054746,994.919744293974,666.551893377251,642.756445054746,1174.78438717226,1001.25753390368,962.996330430556,977.906292411724,837.403402708197,642.756445054746,642.756445054746,642.756445054746,642.692444364806,1006.45506971246,977.906292411724,1001.25753390368,2318.72377167721,642.756445054746,962.024662410397,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.692444364806,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,642.756445054746,996.592277156779,251.490894334704,1632.57750338777,602.17552831329,967.101364970349,771.540616474036,1036.06232597957,1093.88855803469,820.711137305689,1006.660341556,809.074162407204,973.11987968776,1081.62983777445,629.095367282143,927.835438294531,1085.96542754551,984.222078141656,2320.0497093796,951.79396249424,671.783316049571,1001.40548260664,674.577347790753,997.411738052051,2188.66086073389,645.481028312588,803.204650920228,963.842321983227,994.649442585992,994.897171593613,632.32078929735,1005.27349042317,2547.82944236329,1656.39615986967,642.756445054746,1439.43696256577,1780.09221225287,1374.72198749199,1003.53651598607,929.329295951638,2033.19931621355,190.291645436092,2222.05743706594,997.757482412128,1382.98629177445,997.763685888081,1004.48029628519,1107.5536571538,1331.94074301611,1005.50238047186,1779.06562231696
190.291645436092,771.540616474036,984.222078141656,251.490894334704,602.17552831329,642.756445054746,642.756445054746,632.32078929735,642.756445054746,1085.96542754551,251.490894334704,1004.48029628519,642.756445054746,642.756445054746,642.756445054746,642.756445054746,803.204650920228,642.756445054746,642.756445054746,642.756445054746,190.291645436092,190.291645436092,1086.81355232361,1086.34823393469,190.291645436092,190.291645436092,190.291645436092,642.756445054746,194.170113424193,999.269867607577,190.291645436092,1086.34823393469,190.291645436092,1086.34823393469,190.291645436092,190.291645436092,190.291645436092,190.291645436092,1086.34823393469,190.291645436092,190.291645436092,190.291645436092,1090.15921454224,982.943296691791,2320.2457488697,1088.38552919957,1088.38552919957,1088.38552919957,837.403478462956,190.291645436092,285.463515188845,979.388479622286,642.756445054746,956.88565988025,231.185740687135,2270.81187092782,2320.0486687022,1714.44298077844,1172.38061145284,546.459596771285,663.571816304469,60.3827779299428,1268.73739295687,642.756445054746,939.481521725399,2502.64842291692,643.440966616318,155.828093944705,335.556528360705,716.230349427773,668.032038728829,837.403402708197,310.208088742758,915.167559505609,1316.70328368857,992.85280770297,647.608459104469,659.387442825768,892.250670041124,989.700523993511,1004.904096855,642.756445054746,338.349347935913,833.302779290818,2320.82472490021,642.692444364806,649.820195519961,674.479692194272,988.597176242385,642.756445054746,650.744572836602,800.987188983904,645.978392067071,570.467651416969,684.273327306449,820.711137305689,2320.11167017403,1799.92023392864,642.756445054746,962.568675473141
190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,1004.904096855,194.170113424193,190.291645436092,643.440966616318,642.756445054746,642.692444364806,190.291645436092,190.291645436092,984.222078141656,659.387442825768,992.85280770297,194.170113424193,190.291645436092,570.467651416969,1088.38552919957,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,632.32078929735,190.291645436092,190.291645436092,1145.25791511631,190.291645436092,190.291645436092,190.291645436092,190.291645436092,194.170113424193,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,190.291645436092,1690.15721687053,1150.27005125463,187.462975208879,321.764766061616,799.862819364345,989.832595804601,578.945619532974,286.572230467176,577.138510131577,658.114780873052,982.943296691791,899.595945551798,2267.67406105437,1611.70486528717,998.672560739188,915.178131195704,1674.09385289231,200.686632100215,985.434623798063,180.321963541105,228.143457106429,103.174569627298,617.716750185287,357.135676591093,363.282709891695,190.299748656805,838.807628172638,993.432143744468,1808.45848275846,230.262510310746,80.8746448466189,649.31722179676,310.208088742758,996.41321592802,888.019544399888,714.921071148501,1003.81644621673,514.666997991229,218.988284438925,257.424303563047,458.492577157947,1100.86396172141,1432.7332533933,157.237965051758,181.642494169841,50.2345421184786,990.178620094514,811.43016173193,1321.45198609357,190.754926311728
103.174569627298,157.237965051758,80.8746448466189,187.462975208879,180.321963541105,190.299748656805,190.299748656805,190.291645436092,194.170113424193,996.41321592802,190.754926311728,1432.7332533933,190.291645436092,190.291645436092,617.716750185287,190.291645436092,190.291645436092,915.178131195704,194.170113424193,181.642494169841,181.642494169841,1538.46214820316,84.1764530341306,103.174569627298,1086.78589579824,339.256183509278,339.256351262683,103.174569627298,86.6285246478562,339.256351262683,339.256351262683,103.174569627298,103.174569627298,344.213344831057,201.947208772809,982.943296691791,369.373644343653,190.291645436092,372.304518057154,190.291645436092,190.291645436092,372.304518057154,190.291645436092,91.7409936467117,190.291645436092,570.666327174892,372.304518057154,237.776242300903,190.291645436092,210.275751717886,203.956970157452,791.108724585959,1118.88357253792,2757.74473296618,1015.81313460413,962.276379955841,2684.44713581222,737.288395333222,697.999257350845,70.3007406994522,2373.23831157585,1260.57323068888,1032.19325879709,1205.21525914368,843.583711454665,2556.92836260692,999.997170112247,519.319180489978,1232.8229732328,1059.88291808939,1086.95368212848,1157.93755798273,994.860760308757,1177.50421309515,1276.94341180206,1279.35639250984,991.565688739747,90.4763162970521,729.910511461954,993.537540440941,1070.08062766669,998.736664814699,1001.23247410246,663.150205880016,460.436043897809,1047.74643564995,1152.55135082335,1219.57293666218,1120.14533488549,992.87806327984,1225.43244934797,1025.1601466494,1090.87605687504,982.711270213434,945.009183796693,929.600149172217,624.209748206575,2424.47100818922,323.21238166308,1517.89085714775
103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,190.291645436092,210.275751717886,1047.74643564995,190.754926311728,190.754926311728,203.956970157452,323.21238166308,1090.87605687504,339.256351262683,915.178131195704,190.291645436092,2373.23831157585,323.21238166308,181.642494169841,194.170113424193,296.765601713078,195.385281791875,563.594896994948,103.174569627298,103.174569627298,103.174569627298,343.80591374523,101.294024682784,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,249.963095361254,372.304518057154,181.270178615352,103.174569627298,103.174569627298,103.174569627298,103.174569627298,193.288403550454,1104.50752711802,990.984243789955,1022.84103260068,1001.17137515283,103.174569627298,504.213846275383,212.221461829731,105.537096745621,1047.74643564995,997.792070459695,1104.51692395603,1013.50810411247,853.611168897283,650.904071336588,987.217175532195,1271.9381993215,191.78437197715,404.823642536908,1716.20409910549,1517.89085714775,5.9906378416159,982.751310402342,1110.99706795523,1212.76032307997,190.290599434853,236.621926699415,201.371051929735,1141.16087875231,344.220166274249,890.184108793657,1153.28321673808,1066.84154842139,931.197420440258,89.3142091743858,103.174569627298,993.071478607308,203.085677674643,176.667918763419,717.878275110768,2046.11531376704,1535.28239445347,1252.58956033612,477.716702966883,261.770846024742,552.608372883122,1144.19568199601,478.986427552407,193.899988296305,1923.3006832532
105.537096745621,103.174569627298,103.174569627298,103.174569627298,103.174569627298,210.275751717886,195.385281791875,190.290599434853,101.294024682784,103.174569627298,190.754926311728,103.174569627298,201.371051929735,194.170113424193,103.174569627298,105.537096745621,5.9906378416159,1022.84103260068,203.956970157452,210.275751717886,203.085677674643,103.174569627298,105.537096745621,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,344.220166274249,103.174569627298,344.213344831057,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,103.174569627298,211.199422520584,103.174569627298,103.174569627298,103.174569627298,103.174569627298,1661.43942617777,1112.1562403824,1015.6488104273,1219.73378234211,591.305431454902,106.669759177998,990.193602228633,1007.48912195207,990.620474243993,548.568579305263,1972.67331924695,897.519256893435,1363.10572587394,611.824594306551,1044.78180352209,1339.3371622856,858.787594440025,1223.21997811519,339.90705191806,968.88367022558,508.683981185438,902.145988315335,1053.84454310785,1142.18028707124,1080.55355298231,64.4783387545618,888.783651613669,1359.50349575351,2633.37924647043,149.917205314096,1213.39317684307,2666.54797722653,1002.63370077189,349.698562837046,712.233618827174,975.58714892529,1362.01028982431,1093.0240811624,1058.02401912674,1021.70891319428,936.218418936662,219.448833174682,1011.99929013179,850.686244865169,1075.96659342876,990.301805585396,1093.69991763432,902.498090418776,1104.12966610499,989.104019239521
64.4783387545618,105.537096745621,105.537096745621,105.537096745621,103.174569627298,195.385281791875,103.174569627298,103.174569627298,210.275751717886,103.174569627298,591.305431454902,103.174569627298,103.174569627298,103.174569627298,103.174569627298,210.275751717886,103.174569627298,105.537096745621,103.174569627298,64.4783387545618,369.404485018895,179.528277075377,112.820456534051,94.650493421391,94.650493421391,83.0523665286071,94.650493421391,192.599018839584,710.253807363705,103.174569627298,103.174569627298,101.294024682784,103.174569627298,101.294024682784,103.174569627298,103.174569627298,103.174569627298,1091.00904773826,101.294024682784,101.294024682784,103.174569627298,103.174569627298,64.4783387545618,203.085677674643,105.537096745621,250.040625791889,96.1153661613685,372.304518057154,101.294024682784,109.40315185955,1340.15503159222,1280.98713581564,1123.21892479239,738.160698525422,2522.26415635683,1064.17728578461,194.242719727097,1269.79564097623,817.443768217383,810.07903528175,111.415580909944,425.676639253156,948.730274015155,761.057304587449,508.053354107475,1148.28228325223,970.991340735237,602.302753424626,276.679450759437,1318.66628237382,46.9719109686814,1262.63863561629,243.377582530786,483.952260995013,563.456172558515,642.463811408182,998.332739427331,942.80460412773,236.744417267803,1550.8430135945,114.658136130568,537.727711257911,998.268018076268,339.148495086377,83.5296948255752,97.4929697232137,864.078870450072,928.721305964357,807.513219375648,99.0171514484468,102.881618350094,968.954068028883,233.249202387188,383.757574261483,51.2525844728971,87.4080687277303,457.912948132714,1001.16255351742,899.859990479439,232.191790244142
