fits1,fits2,fits3,fits4,fits5,fits6,fits7,fits8,fits9,fits10,fits11,fits12,fits13,fits14,fits15,fits16,fits17,fits18,fits19,fits20,fits21,fits22,fits23,fits24,fits25,fits26,fits27,fits28,fits29,fits30,fits31,fits32,fits33,fits34,fits35,fits36,fits37,fits38,fits39,fits40,fits41,fits42,fits43,fits44,fits45,fits46,fits47,fits48,fits49,fits50,fits51,fits52,fits53,fits54,fits55,fits56,fits57,fits58,fits59,fits60,fits61,fits62,fits63,fits64,fits65,fits66,fits67,fits68,fits69,fits70,fits71,fits72,fits73,fits74,fits75,fits76,fits77,fits78,fits79,fits80,fits81,fits82,fits83,fits84,fits85,fits86,fits87,fits88,fits89,fits90,fits91,fits92,fits93,fits94,fits95,fits96,fits97,fits98,fits99,fits100
29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309
29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29885.7098567475,29886.9355524309,29886.9356663164,29820.8043388651,17848.8211273624,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,23308.5078281865,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,33233.3358974351,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29892.6607807765,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,33233.3358974351,240.416305603426,29891.7422194063,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29837.6153199051,29886.9355524309,29886.9355524309,29886.8876604449,17071.9815377539,29886.9355524309,29886.9355524309,29940.6341773912,29886.9355524309,29886.9355524309,29983.6708102302,15490.0613365963
240.416305603426,15490.0613365963,17071.9815377539,17848.8211273624,23308.5078281865,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29820.8043388651,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29886.9355524309,29820.8043388651,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,240.416305603426,27423.3648566639,19384.9941224461,193.053814502887,29869.5987928138,29858.884590635,29886.9301216881,246.385201586897,29886.9355524309,26219.2033492353,29886.9719665291,29789.4680552584,29886.9355524309,29885.9286439721,29886.9355524309,29886.9355524309,29886.9355524309,29840.8108136356,29886.9355524309,29886.9355524309,29886.9355524309,29886.9732006774,29886.9355524309,29886.9355524309,29886.9355524309,14605.0243980987,33233.3358974351,29886.9355524309,29831.4689880844,29884.2370095505,29886.9355524309,29933.9179047139,29886.8904511961,29886.9355524309,240.416154443706,29921.3709443491,29850.9973993736,29886.9355524309,15261.1091268684,29886.9420883204,15062.9468641793,29886.9355524309,15248.5115495747,29886.9355524309,25040.3652453963,29908.7412295575,14153.495093801,29886.9355524309,29886.9355524309,15490.176964168,29886.9355524309
193.053814502887,240.416154443706,240.416305603426,240.416305603426,240.416305603426,15248.5115495747,240.416305603426,14153.495093801,240.416305603426,240.416305603426,23308.5078281865,240.416305603426,240.416154443706,240.416305603426,240.416305603426,15261.1091268684,29886.9355524309,240.416305603426,240.416305603426,29886.9355524309,193.053814502887,193.053814502887,240.416154443706,193.053814502887,240.416305603426,193.053814502887,193.053814502887,193.053814502887,240.416305603426,240.416305603426,193.053814502887,240.416305603426,193.053814502887,29886.8637420718,193.053814502887,240.416305603426,240.416305603426,193.053814502887,193.053814502887,240.416305603426,193.053814502887,18129.4306300105,29886.9355524309,193.053814502887,240.416305603426,29886.9355524309,240.416305603426,240.416305603426,193.053814502887,240.416305603426,240.41568304006,29886.7766755866,18248.0271225531,248.437841401261,2245.5608382808,240.416305603426,257.523746945378,242.181779847229,240.416305603426,23625.3360931368,240.416305603426,14819.7784376512,240.379538224279,240.416050347138,28755.3862574783,240.416305603426,240.823767580438,25046.4163481053,240.383136435725,29964.4490162118,240.431875932392,240.416305603426,240.416305603426,29886.9355524309,240.603600172026,240.393134542646,27679.4437740037,240.546554656809,240.416085753925,240.416472952992,240.416564901526,25344.9988273364,15165.6740743531,240.416305603426,29886.9355524309,240.417014135631,240.416305603426,246.632687170309,14250.506669058,240.406500233204,240.342636861588,240.215242009779,240.416305603426,240.402566552625,240.363840057585,29969.3797407745,26548.2350008654,240.416165580451,240.424868321701,29886.9355524309
193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,240.402566552625,240.416305603426,14819.7784376512,240.416305603426,246.632687170309,240.383136435725,240.416050347138,240.416305603426,240.416305603426,240.416305603426,240.416305603426,15261.1091268684,240.416305603426,193.053814502887,240.416305603426,191.648565762578,193.053814502887,193.053814502887,193.053814502887,193.053814502887,240.416305603426,193.053814502887,240.416305603426,193.053814502887,193.053814502887,193.053814502887,29886.8637420718,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,240.416532422306,193.895771778207,245.188994872453,260.129497762913,30065.763665273,235.931698796443,240.389498764106,30771.3932890582,240.415098311735,19115.0973923223,30830.7709770692,240.642002495587,240.416305603426,241.518198198047,237.917163823613,240.416552968717,240.052080338683,29678.2026371448,4045.61711550272,240.347468388633,240.324637977707,240.428008868909,239.370108949309,240.448037985015,24272.774632487,30753.9054532641,244.727468203578,240.416085753925,240.35501555879,240.416407550234,240.416305603426,23307.9109389532,30516.0260125621,223.785761222849,245.378068766011,29193.5807724583,29968.0615772891,190.781823706302,29704.6554713914,240.295390580486,240.570652582175,240.416305603426,240.440205078003,240.388538204808,240.568912206756,250.019293414474,240.347201313809,26709.9516029525,240.365375231185,29795.5315908451
190.781823706302,191.648565762578,193.053814502887,193.053814502887,193.053814502887,193.053814502887,240.347468388633,240.416305603426,193.053814502887,240.383136435725,240.416552968717,193.053814502887,240.416532422306,240.35501555879,191.648565762578,193.053814502887,193.053814502887,239.370108949309,193.053814502887,193.053814502887,30698.234992092,30698.234992092,193.053814502887,18646.879989554,190.781823706302,192.727138809145,193.053814502887,193.053814502887,193.053814502887,21314.1408987769,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,14245.1456426528,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,185.326796747254,26660.1845851726,26954.2218817943,193.053844486476,15111.032757198,240.402963036645,240.415921483397,189.444326380283,240.124143021029,193.053814502887,240.416305603426,240.416305603426,240.59147523281,31218.0703184099,193.053814502887,240.416305603426,240.631190817381,240.415308179501,12193.0930828979,29594.9851650149,223.790808517208,236.397339945827,240.406909289845,240.642002495587,19518.6408247381,30564.037880757,240.389498764106,240.055686533041,226.800285323765,31178.4943555427,29777.7581534414,28284.3556850008,30608.9738665384,242.643898324285,240.416305603426,240.302014441522,193.053814502887,191.045629367856,240.415098311735,4358.88011693902,18168.2444533567,30485.5828105714,246.28175079863,235.931698796443,223.469194003464,240.448037985015,240.346811821027,30825.3091516013,30692.598713356,240.416085753925
185.326796747254,189.444326380283,190.781823706302,190.781823706302,191.045629367856,193.053814502887,240.416305603426,240.631190817381,240.124143021029,193.053844486476,191.045629367856,193.053814502887,193.053814502887,190.781823706302,193.053814502887,193.053814502887,240.416305603426,193.053814502887,193.053814502887,193.053814502887,191.045629367856,226.800285323765,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,185.326796747254,190.781823706302,193.053814502887,193.053814502887,192.727138809145,193.053814502887,185.326796747254,193.053814502887,240.415921483397,193.053814502887,193.053814502887,193.053814502887,193.053814502887,193.053814502887,240.416154443706,190.781823706302,191.648565762578,30324.6942254614,185.326796747254,193.053814502887,246.278704911719,193.053814502887,30620.8255154177,20070.1750087653,23212.9675604627,240.866338395,240.416305603426,24245.0439489588,15896.8752143159,22290.6121650439,240.504818331943,240.416305603426,21846.7104544864,193.053814502887,240.85438004146,32745.1903464709,243.910028140513,30707.1790776176,240.416305603426,32480.7245166195,10462.3304252344,240.866279962593,240.122956357558,242.928725300972,2845.01330638465,31147.2917004238,19746.6502979066,238.993135109852,240.433985531313,11338.5440883571,236.397339945827,29283.633880484,15232.9737867204,20844.2735046785,23989.4201377547,27811.6601953404,21364.2348233441,25589.1395817047,6678.93485849007,10260.8302265157,185.702315321915,241.099529522733,194.12754829445,240.558875062197,240.416305603426,16193.7918927099,240.629208491778,19946.0073248056,29938.3915224846,185.650391464753,191.156883436378,24072.2240289701
185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.650391464753,185.326796747254,193.053814502887,10462.3304252344,15232.9737867204,193.053814502887,185.326796747254,193.053814502887,193.053814502887,192.727138809145,240.504818331943,194.12754829445,193.053814502887,240.631190817381,193.053814502887,191.045629367856,30645.073767146,14769.1414738553,190.781823706302,193.592883935529,190.756703423355,240.416305603426,193.053814502887,190.781823706302,185.326796747254,198.551168123983,187.046984163256,189.444326380283,193.54562595693,185.326796747254,193.053814502887,193.053814502887,185.326796747254,185.326796747254,185.326796747254,185.326796747254,189.444326380283,240.348845687544,193.053814502887,191.120565873657,185.326796747254,24517.1094285973,185.650391464753,193.053814502887,185.326796747254,185.326796747254,185.702315321915,226.800285323765,19168.6930714204,193.076017216763,240.728098913204,28937.5282457325,11671.5836049372,30576.9732404127,193.053814502887,29938.7250333244,246.278704911719,30774.4793996382,190.781823706302,193.053814502887,238.993135109852,245.94719374708,28683.8505731259,29429.4134600413,185.326796747254,191.045629367856,197.315734627457,240.350396791011,20453.2623358347,31040.3403094306,189.444326380283,187.311437324052,29116.3279414027,16193.7918927099,187.021856277148,189.54420738421,10260.885267676,191.648565762578,193.053814502887,29804.0177133669,240.965002394714,26828.2366206861,226.800285323765,193.053814502887,238.809631525168,240.433985531313,240.643754412574,240.415921483397,240.122956357558,242.845063610227,23363.5269490175,192.727138809145,30475.2981937115,239.144703785788,201.199478390838,193.053814502887
185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,193.053814502887,187.021856277148,185.326796747254,185.650391464753,189.54420738421,240.965002394714,193.053814502887,189.444326380283,198.551168123983,185.326796747254,193.54562595693,185.650391464753,193.053814502887,194.12754829445,193.053814502887,236.716890739741,193.053814502887,193.053814502887,185.326796747254,185.702315321915,185.326796747254,185.326796747254,185.326796747254,185.650391464753,185.326796747254,185.326796747254,192.727138809145,185.326796747254,185.326796747254,185.326796747254,193.053814502887,185.326796747254,187.046984163256,185.326796747254,190.756703423355,185.326796747254,193.053814502887,185.326796747254,193.053814502887,5346.22754182771,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,191.533844343288,30743.9298279437,193.053814502887,187.311437324052,185.326796747254,238.748742443584,240.416305603426,190.781823706302,28899.2875677713,185.326796747254,185.326796747254,15902.3333090406,185.326796747254,193.053814502887,193.54562595693,190.604287834893,189.875368626788,191.648565762578,240.415921483397,240.728098913204,5976.0992498834,15863.783560738,30035.3750723176,187.021856277148,191.648565762578,185.326796747254,240.433985531313,5190.53338172251,240.416305603426,185.326796747254,185.326796747254,27851.488563087,255.840810004831,185.326796747254,24517.1094285973,193.053814502887,242.845063610227,240.350396791011,13044.9711928818,187.311437324052,190.756703423355,193.053814502887,18036.9526523247,189.444326380283,194.682763744716,30620.4754464527,13249.5732890445,189.54420738421,185.326796747254,240.643754412574
185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,187.021856277148,189.444326380283,191.533844343288,185.326796747254,190.604287834893,185.326796747254,190.756703423355,240.643754412574,185.650391464753,238.748742443584,187.311437324052,194.12754829445,189.444326380283,185.326796747254,185.326796747254,185.326796747254,193.053814502887,193.053814502887,185.326796747254,185.326796747254,193.053814502887,185.326796747254,185.650391464753,185.326796747254,11238.259092886,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.326796747254,185.650391464753,185.326796747254,194.12754829445,185.326796747254,185.326796747254,185.326796747254,185.702315321915,185.326796747254,185.326796747254,17119.5577599881,23526.6937197237,14044.2838971937,229.819369876984,19511.8977968818,31162.9846073451,16044.7609616845,21117.5718353357,185.702315321915,189.444326380283,187.021856277148,185.326796747254,193.053814502887,17136.7513642283,790.312844579551,16884.4562666254,239.460523071464,237.137131162289,185.650391464753,248.79049789324,185.326796747254,250.550364568793,194.813557588579,184.496234467126,240.294127315822,190.756703423355,26892.7018408666,185.326796747254,240.180307459997,243.188125683981,11887.514316276,229.423675562241,15174.6041486587,185.326796747254,20858.6488539906,19258.5754716203,242.18463864099,227.564721430292,3052.63291411878,27204.041134068,201.749045117418,15075.3724716188,30542.8634409948,185.326796747254,20483.939148051,29900.1398620757,249.860065008336,14266.8559506948,193.053814502887,26486.6140650093
